Date,Activity ID,Type,Distance (km),Duration,Average Speed (km/h),Calories Burned,Climb (m),Average Heart rate (tpm),Quality
2021-11-06,f1971e43-770e-4cd3-8b9b-1f4f7dfed2eb,Other,27.99,614,2.8,614,418,146,86.8
2022-04-16,530e0887-1084-42bf-8cbf-ee23881c9e3e,Cycling,20.35,1804,0.68,753,264,139,203.25
2022-04-16,559ecd4e-3759-428a-bdba-ecb0d6fed933,Cycling,21.5,3437,0.38,1075,223,62,902.33
2021-03-31,48c5e8d7-8997-4cd1-8abf-7fbba8891a8e,Cycling,13.04,1091,0.72,800,255,89,192.54
2022-02-10,742e3e57-6c22-462c-b4ea-4762f6c35730,Running,19.36,3425,0.34,916,48,89,120.71
2022-02-03,e793bfd5-ca57-417b-932d-c2500eb2a859,Other,22.86,383,3.81,1248,217,90,88.97
2020-09-07,b35de63d-f45a-45ae-aea6-95aeb44993ef,Other,20.97,838,1.61,819,138,133,54.08
2022-01-23,b0970cd9-2538-4fee-9804-da265152d71b,Other,6.6,1131,0.37,1138,117,105,100.2
2022-02-28,16bfd10f-7532-4493-8656-9170e4e7d8e6,Running,17.7,2389,0.45,549,366,100,355.65
2021-05-17,e8f2b06f-1ed2-48e4-af13-67d6485d2222,Cycling,15.22,1928,0.48,1460,250,101,519.38
2020-12-21,3ceb0934-1764-42c6-92df-b597f4c3ecd8,Walking,14.84,2116,0.42,1011,289,116,403.57
2022-01-17,5a86dc82-9ccc-46e2-a1f9-bbe79444d4b5,Cycling,29.02,454,4.15,1066,323,118,100.99
2021-03-22,0b141258-420a-4054-8b25-00ede6a74f41,Walking,25.52,113,25.52,1377,348,86,27.8
2022-06-25,ab087c67-1703-4894-b53f-7cbcc31e61b6,Cycling,10.13,1113,0.56,1041,139,85,139.33
2021-09-01,6ec18536-d494-491b-95c6-3ce8b2e98214,Walking,25.31,2858,0.54,765,369,96,628.49
2022-06-05,658b98fe-c799-42be-b510-dd3c9dd496f0,Cycling,7.52,2682,0.17,645,287,120,274.03
2020-10-27,4a84cfe1-9fe3-4571-8f92-ba6c12ca2d11,Cycling,21.39,788,1.65,512,208,140,48.26
2020-10-15,51a6bad8-1461-4c31-b8b5-d0e335f02669,Other,21.69,779,1.81,920,385,113,183.33
2020-09-10,c27f8ba9-9756-44bb-84cf-d9c6469b0ee6,Cycling,21.83,2731,0.49,907,442,111,736.78
2020-10-13,06d1b5a5-583d-4514-bd03-a20971ab01a1,Walking,20.98,255,5.25,1117,469,135,76.99
2021-05-16,586783ef-dbd7-470d-b054-2de74c83d608,Other,23.06,463,3.29,1041,242,74,116.91
2021-11-12,891e2d7e-a054-44bf-98ad-afc3d5277fe0,Running,7.71,1150,0.41,864,362,130,206.81
2022-06-24,6a246463-7fe9-4388-a2b0-d497f4d737f8,Other,22.06,2627,0.51,666,327,121,360.09
2021-10-18,95d77822-df8d-4f99-88bc-c0a28dfd5470,Running,8.03,1286,0.38,1139,280,85,343.29
2021-07-03,53cb05f1-b5f5-4973-93e0-42e137f95dc7,Walking,28.85,3598,0.49,946,492,103,1210.36
2021-10-04,05723913-10d9-4a05-a3ef-7e22256791ae,Walking,17.5,3556,0.3,837,317,111,606.17
2021-06-05,ee61d2dd-0779-422e-bddb-896350b2cf04,Other,24.57,645,2.46,842,460,117,162.5
2020-09-14,22983879-b1fd-412a-aad3-8ae9425372a7,Walking,2.07,3156,0.04,1182,177,91,250.62
2021-03-12,a13de24d-11ce-407d-9611-c5f12ea083cb,Cycling,27.44,3313,0.5,635,240,141,276.94
2021-03-19,6a430446-9a0a-4030-8e09-e5fa354c1556,Running,21.51,2923,0.45,1100,318,84,879.0
2020-09-12,088589d6-ba33-4878-ba8f-8ffed85dd92d,Other,2.8,2118,0.08,1286,31,72,51.87
2022-02-10,7c240add-592c-4505-b5a1-6da43d39f49d,Running,20.83,3145,0.4,696,452,105,697.12
2021-08-04,68a85173-7adc-4690-a445-0f299dc7ad94,Running,18.56,198,6.19,754,300,92,36.54
2022-04-03,ec49ed2d-35fb-435f-b2e5-124e10ca0275,Walking,22.15,2422,0.55,1241,102,106,221.47
2022-01-01,b9ca7707-8754-443f-ab30-726440941b2c,Running,16.19,2044,0.48,877,3,67,5.73
2022-05-15,cd1f7c6b-8644-403f-804a-dc0c9474a118,Cycling,12.97,2233,0.35,512,313,108,242.82
2021-10-25,b4dc898e-093c-464f-9694-cdda4fe93efc,Cycling,16.38,1448,0.68,1442,3,66,7.1
2022-03-03,8da4b2b8-2636-4478-9f19-6442c22d01b4,Other,24.73,492,3.09,636,22,103,5.35
2021-04-19,62997418-52a7-47b4-aec3-6437ebda153d,Walking,3.26,3031,0.07,1173,401,70,774.45
2021-03-17,6a5ef206-d2d7-413c-bf8a-e0c5d109ca07,Cycling,11.07,1533,0.44,1375,160,128,198.58
2020-10-11,f195a044-fd10-401d-9484-f24d4eaa3bdb,Walking,9.72,2916,0.2,1182,477,83,1268.58
2021-03-28,63db109a-c7bc-4a74-9a8e-8ebfc3599a26,Walking,29.26,2257,0.79,737,154,63,303.17
2022-07-14,27a1abcd-918d-48e2-bd2b-23944490eda1,Walking,29.86,2169,0.83,655,493,104,527.94
2021-07-14,e7cccc6b-41c8-4ffa-904e-6a42412ab17d,Running,18.29,2456,0.46,1446,111,80,351.15
2021-09-19,4ebda001-561b-4f99-98ac-340bc07169b9,Walking,17.85,2730,0.4,966,132,107,238.08
2022-02-17,ce4e10d5-0963-437a-a028-5eca1fef038f,Running,19.92,1018,1.25,1406,489,95,553.36
2021-06-08,43125260-bbd7-49a4-847d-63094eed6d68,Walking,12.63,2478,0.31,1149,322,141,479.66
2021-05-27,1cbfe467-4ca0-4ddf-b5af-a600518d2c0a,Cycling,21.29,3150,0.41,1128,375,125,800.5
2022-04-22,8f68c989-8b6a-47fc-ad54-3da80ae75416,Walking,29.71,3195,0.56,938,253,129,456.41
2021-12-01,5edf92d7-8bbb-43ce-91ce-1305980337ba,Cycling,6.66,1882,0.21,567,6,85,4.96
2021-03-20,a96846a3-ad37-4deb-8265-3fb80b6038ab,Walking,2.29,285,0.57,934,185,74,41.93
2022-02-06,b0c51392-b00d-489c-b348-1169fe0eb5ff,Running,3.49,410,0.58,580,305,125,39.83
2020-08-11,f8c13a09-6329-485f-a482-72384d3ba7e1,Walking,20.2,2020,0.61,1026,384,123,497.22
2022-03-24,1dc60885-865f-4678-b827-1c9cc65c7e6a,Running,25.01,1741,0.86,1499,243,113,445.79
2022-02-01,54b45bb4-b632-4cfe-8e19-f5162605caa4,Cycling,21.46,3587,0.36,1001,172,131,354.18
2020-11-09,f04ab2f8-a929-4387-83e4-5396e4a477fc,Other,2.71,620,0.27,655,474,105,126.14
2021-11-30,92b6ad58-7d85-4a59-9812-d2b221a2d9c7,Running,15.48,1007,0.97,808,82,137,37.19
2022-07-27,04f231d7-e480-45b1-bcc2-245f16ae6f3d,Cycling,17.88,1374,0.81,1452,418,87,718.96
2022-03-09,b99289c0-ba5d-44e5-ab73-d36d25f0b0ef,Walking,22.06,1210,1.1,1321,303,95,403.19
2020-12-16,2c2b5905-4dbe-4daf-9b6d-b5ee1e5edb05,Running,22.64,1267,1.08,1214,438,98,543.05
2022-02-21,6673c5bf-6c74-4110-a47f-1a0cea6be19c,Running,14.24,3423,0.25,763,350,83,738.41
2021-04-12,a5c719ac-f606-4700-87e5-99db12ab956d,Running,24.31,272,6.08,1097,196,142,30.1
2022-02-12,a38d7c09-e734-4706-9d57-6cbca019433a,Walking,9.28,1169,0.49,628,474,119,218.16
2021-01-29,e7c91641-4802-457c-9fae-e8e5003be4e3,Other,19.49,3443,0.34,774,282,102,536.04
2022-04-26,d29b04b1-c20f-427e-958b-738985f6b648,Running,25.66,974,1.6,506,109,130,33.22
2021-06-27,2783e478-4a11-4ef2-806c-f6157e1f03d6,Other,10.43,3335,0.19,1290,494,122,1179.32
2022-05-07,a846dc6f-1220-4607-89cf-2d9faf02f011,Other,12.09,932,0.81,1109,379,100,295.44
2020-10-07,ba599e90-8291-40c1-99f3-520d8b5fd69a,Cycling,25.44,1105,1.41,855,294,96,227.8
2022-08-14,53a1a782-d4e1-498c-bca7-24c15fbf6b7e,Cycling,20.48,2867,0.44,1428,13,92,41.8
2022-07-07,cca0a51f-19c8-4c9f-9869-6156b2b5423c,Running,9.97,1799,0.34,1409,281,71,677.32
2021-07-10,0ffa5999-85b9-454f-aa77-f830e0b9a9c2,Walking,16.47,1070,0.97,951,305,70,327.65
2021-09-02,5d2117ec-ba06-426f-8121-06dc6d4c3387,Other,5.0,2841,0.11,1047,161,80,305.38
2021-08-05,8945800e-fbcf-409c-8924-7cb29f701df0,Walking,16.59,1624,0.61,1132,325,67,665.3
2021-09-29,9d6d6d7b-775d-402f-afc4-207c9648b07b,Cycling,13.19,2279,0.36,878,79,130,88.31
2022-02-18,32b5501e-8113-4455-aa8b-56acc8ad69fc,Walking,12.4,708,1.13,672,14,62,7.77
2021-12-13,5983eb70-46f5-4cfd-929d-8acc6a5a5263,Other,4.67,2372,0.12,1021,196,85,307.42
2022-05-31,5de5e549-111a-4924-8159-ae352d23f27b,Other,9.81,2550,0.23,1041,438,62,1161.2
2021-10-29,5714ee49-105b-4ab9-934a-6198dad9f3a6,Other,12.77,1687,0.46,1355,357,108,564.86
2022-06-08,89b7f2f4-9d8f-4831-9a1f-7c842d305e9b,Cycling,29.07,3465,0.51,1286,174,138,431.47
2021-11-25,bda66526-095e-4dd2-ac27-cff82bde3259,Running,10.07,2831,0.21,1488,398,111,1053.28
2020-11-28,b0dd31fe-cbbd-4bd9-9f16-3c8b2ac5f698,Other,14.52,184,4.84,656,280,150,18.24
2022-02-10,dc24ff89-ddb8-4fa7-b3ed-2322afcb047f,Running,14.68,185,4.89,512,406,112,27.61
2020-12-08,d5e57de2-b7a5-44d3-b716-354079398dfd,Walking,8.06,2206,0.22,1116,296,74,625.59
2022-04-26,8a69d21c-9438-4e85-a244-8b7fc8de3953,Cycling,28.91,3015,0.58,734,208,113,312.85
2021-12-10,cf7e8d74-5098-4c9e-811f-8727c67f3f63,Cycling,27.68,2032,0.84,536,292,96,252.93
2021-04-07,77faf4c4-fcd1-4076-96d3-dc7c11077369,Running,29.18,1418,1.27,1491,431,143,502.43
2022-08-08,38973953-dbe4-4b77-9a81-01f789a934d9,Other,14.04,488,1.76,772,88,147,18.08
2021-01-31,7fc3fe9c-a93e-49bf-8907-5dc6b6072c35,Other,23.01,591,2.56,577,429,111,98.49
2020-10-24,a8589721-9d7d-4653-ad10-0522640f1f7c,Other,20.06,1761,0.69,897,471,115,502.38
2021-02-19,055681e4-ac32-458b-9fda-c60b956d832a,Running,20.23,1920,0.63,1226,441,64,1206.72
2021-12-31,257cdfbd-b26d-4449-81b0-887e8c251f53,Walking,29.29,2183,0.81,587,342,118,292.31
2022-02-18,847c2458-7bb2-404e-b778-82bdef671990,Walking,13.46,692,1.22,1307,432,100,299.21
2021-04-10,dbf00c34-562d-48c7-8bec-14ed8392903c,Other,28.52,1526,1.14,957,202,128,182.66
2020-09-07,11de4ff0-fdcb-448f-a1cc-766e7f58b023,Cycling,20.81,1119,1.16,1104,84,126,63.83
2022-04-05,94ace32f-f9ab-4e78-934d-91f8c5012175,Walking,17.95,3228,0.34,1247,280,138,603.57
2022-02-23,ae5e7284-2b5d-4765-86b9-e15d162e1104,Running,26.38,3205,0.5,1206,29,107,78.86
2021-01-07,94e8868b-9b11-4247-8f11-99389bde899b,Other,21.97,1553,0.88,1432,13,78,27.77
2021-12-27,b1901dc8-ea53-4e6a-a721-b61bee5676c2,Cycling,8.65,2682,0.2,1008,6,150,7.47
2021-01-24,ba049e94-1b60-4289-ae1d-6f4211f8d3cc,Cycling,13.42,1319,0.64,524,374,74,251.15
2021-04-26,beaef7a6-d8c8-421a-9170-2157cf5d6be7,Other,7.12,3380,0.13,1431,287,104,789.46
2020-11-10,f1a14c68-fe9c-48a0-91fc-3a5aaa4b6912,Running,24.08,1176,1.27,1024,117,70,153.62
2021-01-12,6dbea7bf-6b48-4300-89aa-75fa36f4b11b,Other,15.1,1191,0.79,917,173,69,201.27
2021-04-18,c1129022-bbd6-4194-9725-f0dba8cc25d8,Running,17.9,2208,0.5,1364,70,141,113.18
2021-01-26,a2a1f34d-6080-4d50-a74a-ceaadc21d3c6,Walking,14.51,1744,0.5,879,279,148,225.22
2021-11-16,faa67fa1-33a9-4127-ae7c-f6c95e5b2da0,Cycling,12.8,2795,0.28,1067,85,118,152.59
2020-12-01,6fb795a1-1f08-4f3f-a029-2a128e545e20,Walking,13.49,1706,0.48,1451,475,74,1147.29
2021-01-18,5a4ea192-7b2d-42ba-af24-65a855815497,Running,15.67,863,1.12,534,373,125,107.63
2021-06-28,d268fffe-3ce3-457d-b7aa-a09f95bb172c,Walking,26.62,2581,0.62,779,11,147,11.86
2021-11-16,4055ba19-355d-4873-ba3e-0e4e6e85b1d6,Walking,8.75,2287,0.23,1395,89,104,187.82
2022-05-08,11258116-691d-4563-9389-26d72975679c,Running,2.83,1363,0.13,870,423,83,329.79
2021-03-21,bcce883d-2224-4bb1-884f-0a5b4ef8a3ae,Other,11.82,717,1.07,1324,441,69,437.75
2020-09-21,8600706b-5613-4998-bbe6-330dc166c59e,Other,3.73,926,0.25,1238,372,135,221.65
2021-12-10,ff4dcb80-40b5-4fee-af15-d6f5902fc3ff,Cycling,3.04,1702,0.11,649,305,77,223.37
2021-10-02,7848a4c2-ff48-4e12-954f-b8e47332b3e7,Walking,15.98,1202,0.8,505,355,140,122.43
2021-10-16,86d3bdad-fcd4-4c9c-ba55-32dbba2e2bf6,Other,10.19,2687,0.23,1149,70,147,105.59
2022-08-16,a19e21dd-660e-46ca-a435-ef3975a54c2d,Running,28.66,574,3.18,1385,155,63,149.81
2022-03-26,0bf9431e-07de-4a65-9ed6-a8f2bf9e9672,Cycling,16.2,1692,0.58,508,413,144,191.98
2021-01-19,1db1011a-f00f-4381-86dd-1f126fbf926c,Running,8.34,3438,0.15,1437,392,93,1239.57
2020-11-24,2fcdf71b-d536-460a-b0ca-6eed390916a6,Other,7.15,1748,0.25,1253,22,143,24.18
2021-08-01,e5de8485-f774-4e9c-b1c6-3308462f8f01,Walking,28.73,953,1.92,687,130,140,46.86
2022-05-12,1427e99b-7b30-4d6c-9688-c48afe3902dd,Walking,10.24,1023,0.6,1484,125,131,113.61
2021-01-25,aca7674a-a04a-4e93-b2df-8d1671ffb733,Other,27.17,137,13.59,1334,88,140,8.36
2021-05-22,840dec8a-75d5-4859-b0a7-9541c3ac6792,Walking,23.02,1478,0.96,558,449,117,245.8
2021-12-31,e39ea23e-8218-484b-8034-14816598dd1c,Running,24.73,490,3.09,1043,216,138,64.57
2022-01-21,35f742f9-b48c-4478-923e-7354383b50eb,Running,24.66,667,2.24,1374,328,92,263.25
2020-09-18,fe81b75f-da4d-4fcf-a860-6dd1d5d6d97f,Running,28.71,2774,0.62,1386,262,133,596.02
2021-02-16,0d6e10a7-b610-42c7-902e-e861114c170b,Other,5.07,911,0.34,1381,459,104,398.14
2020-10-06,324a0ab9-687e-4c93-b263-bdf35b5c981d,Running,4.43,972,0.28,979,355,130,185.94
2022-04-16,873673d3-d8d3-42bb-b64b-15040a64f7e3,Other,19.55,2350,0.5,935,112,134,142.17
2021-03-07,60d44364-7d0d-4542-8615-0e4a47f0ca74,Walking,5.92,2007,0.18,1415,285,87,577.78
2020-12-21,db416ae0-4ca8-4c11-b1db-6c2d80dc5d25,Walking,3.7,775,0.31,1410,17,138,9.28
2021-10-20,458a3453-7a90-4149-9ba7-6b4e9c59f6c3,Other,13.36,3577,0.23,788,117,81,260.63
2021-09-08,58526656-370b-4087-b7c3-382ed7a791cc,Cycling,20.03,977,1.25,1056,405,85,385.01
2020-08-16,8cc82b4f-a9a3-490c-9bf8-2dd066353b3e,Walking,8.48,3242,0.16,1389,152,143,321.08
2021-06-09,a3b5e7a2-8439-4e86-8921-5bf373f5dcc7,Walking,2.5,1160,0.13,574,156,76,75.22
2021-11-28,0d14e495-1522-4cfb-8319-ab31dee3d60a,Running,22.23,932,1.48,979,267,83,227.27
2022-06-09,8d6b8343-2c1b-4f91-8938-f681d761cac8,Cycling,23.28,3559,0.39,570,133,125,164.17
2021-03-05,a5639a2d-4308-42ec-b421-41181d1c4d1b,Walking,17.82,1926,0.56,1481,70,142,109.29
2021-06-25,5a64642f-3132-434b-8963-893ac3b6bb50,Running,20.53,2696,0.47,801,75,94,125.39
2021-05-14,bd9d313c-a49e-40a1-afe2-032d1411a228,Cycling,18.76,183,6.25,1223,367,93,71.81
2020-12-09,70c433b5-9eaa-4dd3-b53d-70f049be6424,Running,2.25,468,0.32,540,146,129,19.16
2020-10-13,772ddcb7-be22-4a2b-aa62-7332d120a675,Cycling,26.34,1420,1.15,713,91,105,67.95
2021-11-10,d2e813cc-7b0e-49f3-a364-0b89bb8a465f,Other,14.15,3582,0.24,802,436,141,636.95
2022-07-22,54b579b9-7afe-4b44-8562-556a9f3d4a47,Other,5.22,1211,0.26,569,276,135,102.22
2020-10-31,04ed0555-4e79-4d40-bb57-170bbda277b5,Running,18.03,2543,0.43,580,357,80,473.77
2022-02-21,04a4cb55-51ff-4764-b702-d3f50845a2be,Cycling,26.33,2400,0.66,935,125,119,184.18
2022-09-05,40884f73-efbf-447c-a8d8-4be754a6f58a,Running,17.46,1668,0.65,859,159,139,125.05
2022-05-21,3f67e828-0910-4cff-b984-ee40e9abef71,Walking,28.48,244,7.12,1439,379,89,121.6
2021-01-19,77ed9ece-ebf3-4ecb-81e4-3dc1295723c7,Walking,29.64,3387,0.53,654,215,117,310.97
2021-09-08,e7246609-79bb-4f25-a9d1-e6627c9d9409,Walking,25.36,1965,0.79,993,289,80,533.56
2021-05-12,f3110678-85e9-4411-8a6c-b1ef658109a5,Running,25.97,869,1.86,906,270,97,171.31
2021-05-29,0bf49296-848c-4d49-a0a4-38c8dab2e407,Other,29.52,2930,0.62,1453,2,89,7.13
2021-08-03,571b52d4-cf18-4090-977b-91e49b91b65e,Walking,23.39,440,3.34,972,171,118,48.7
2021-09-04,18ef356c-af0e-43c7-b4b9-5277ca6136fa,Cycling,26.31,329,5.26,679,35,127,4.65
2022-03-24,4c20f58d-c2d0-47ea-9be2-67bf1c2b4668,Running,21.04,1401,0.91,1335,378,107,518.58
2021-06-25,bd28797c-8723-42da-97c1-747f494380fe,Running,12.53,1346,0.57,926,63,97,60.62
2020-10-31,9a03d93a-6952-475e-a096-25a701ad22dc,Other,7.99,3520,0.14,1212,82,67,276.11
2022-02-08,96fc0013-aa24-4e25-9811-e74c98e2e43d,Running,4.77,2937,0.1,1285,390,110,747.03
2021-06-06,ec720ffd-37a9-46b4-aeb4-5eeb48e8067b,Other,8.32,3025,0.17,548,362,114,338.49
2021-01-12,2f297b4e-90e9-48b0-866d-d7e6413f078a,Running,8.46,1958,0.26,682,369,148,244.83
2021-10-10,d1c7e5c3-b7b0-48a6-8a70-f03ea821b663,Walking,14.05,2864,0.3,769,11,141,12.56
2022-04-25,2b9fdff9-f3e9-4977-9796-d1359bce23e3,Running,23.04,538,2.88,1478,268,116,134.57
2022-05-16,18693bca-1943-419b-8fe1-9bbace5f803e,Cycling,7.06,843,0.5,881,419,148,164.94
2022-01-01,119aae59-e057-406b-9914-950c6bed7e8d,Running,8.71,2876,0.19,1015,66,102,119.66
2022-08-25,40af9133-9be8-4746-812a-de39506fa740,Cycling,13.25,2988,0.27,1203,247,64,883.55
2021-09-07,0aef55c2-4ad4-440a-9d79-3981f08ab5dc,Running,15.9,1931,0.5,785,214,124,199.33
2021-05-11,79ad200c-86b3-4d2a-ab80-1b5cbbc3164b,Running,28.01,2171,0.78,1127,470,140,649.59
2021-09-24,bc854bb1-f281-4f32-8a7b-cf93c201d0cc,Cycling,18.83,3171,0.36,901,500,66,1474.78
2022-04-04,96d8966c-c952-4445-a1cd-d3c364819dac,Cycling,26.74,877,1.91,888,112,143,47.81
2020-10-15,73c85596-ce8f-4abc-a1bd-58500f6c8af4,Walking,29.16,2863,0.62,1405,333,78,1278.39
2020-12-19,ac92ffeb-3db8-4232-8f43-5107a935ec91,Running,25.89,1578,1.0,767,479,145,317.06
2020-10-19,85b03be0-99ee-4a67-b743-4ffca6fdbb27,Other,9.84,1006,0.62,555,120,131,38.0
2022-01-25,7e4369fa-5feb-484d-b941-513c25278ecb,Other,23.68,1621,0.88,1394,115,75,267.33
2021-06-07,8d7215b5-7bfc-4c29-9795-d3df7f709ccf,Running,20.66,63,20.66,767,383,123,11.92
2021-04-06,4bb580b0-48a0-4ab2-80fa-6aa57bcb67f4,Running,29.24,2190,0.81,1362,119,64,416.89
2021-05-04,03ebbc12-7143-4f48-b2c4-4885476070a7,Cycling,22.59,3022,0.45,1463,197,83,768.68
2020-09-01,c93316f8-1b3e-4e30-8062-ca74c4f101f2,Other,18.0,1191,0.95,1441,255,132,253.61
2022-06-26,1962c37a-22d6-48a0-8a3c-51aa0f78a8ec,Running,12.51,2601,0.29,927,278,114,423.53
2021-01-27,1d001be9-75cf-4db2-9d27-67f68dbcc125,Running,15.46,1051,0.91,1390,382,78,540.2
2021-12-02,c934c5aa-0933-498c-a61c-42e4b93d7b09,Cycling,11.27,273,2.82,762,462,146,47.6
2020-09-11,9c8bb653-95d6-4b74-a762-ac0f6522319d,Cycling,26.25,3190,0.5,648,160,95,259.2
2022-01-05,90998c16-6e6c-4bf5-b873-ada88ddb9d75,Other,20.41,2770,0.44,1044,79,72,229.46
2021-07-01,85f5b372-66fa-4b3b-b6ae-39b056a02df6,Other,8.26,3228,0.16,1110,86,128,154.73
2021-01-29,e60d88d6-d439-4865-b2e4-a7fbc91d2b29,Other,7.85,2843,0.17,1390,100,78,298.78
2020-09-16,972b7900-4d54-424e-9606-e7ea42d7459c,Other,18.7,1336,0.85,901,189,81,215.6
2021-08-18,edf051cb-432d-47cf-8941-d0284e7bfaae,Other,24.22,2819,0.53,1231,498,116,1116.71
2022-07-14,a0e87a45-2698-4185-9713-e8cdbb6f6981,Running,4.81,2638,0.11,808,186,124,193.91
2021-12-28,f3260a02-ffea-41ed-9719-25e82a7feab3,Running,18.6,951,1.24,615,319,89,158.16
2021-09-19,2a4233b6-32df-40d5-a437-0894fb9d0346,Cycling,9.26,3068,0.18,1194,381,63,1289.02
2020-12-02,1bd3a149-df3a-4219-8bf6-4d5552f8538f,Cycling,14.76,1183,0.78,1104,40,76,50.7
2020-10-27,b8e2a8b5-483f-4e97-a605-73cb654a1c8c,Other,12.48,961,0.78,1227,198,147,126.69
2021-07-01,f7c5fb31-a63e-4353-affb-417f6a473815,Cycling,6.45,2320,0.17,1282,485,99,918.56
2021-08-08,2c5d280f-fd8b-4681-9f25-8d7558080a94,Cycling,28.89,2603,0.67,671,482,74,855.96
2020-08-08,4d27b315-90e6-4fcc-9efd-1a09bd6b6973,Running,12.5,468,1.79,1100,471,63,274.95
2021-05-02,27000f91-16b7-4b95-b835-6deccb53a069,Running,5.47,1603,0.21,669,94,109,61.67
2021-04-05,35a672a9-9b5a-461d-9588-0420177de027,Running,8.04,368,1.34,1060,44,118,11.49
2022-01-10,1eeee08f-0b53-4be5-8096-ce77c2ae1a85,Cycling,9.26,762,0.77,1216,129,75,115.74
2021-04-22,e75b2251-7cb0-4fea-86e1-c52f27bb33d1,Walking,13.71,858,0.98,705,260,72,166.29
2022-07-20,a478632a-baf6-4eab-a645-1ff706471870,Running,19.05,2131,0.54,1496,260,118,539.12
2021-11-25,71236968-6fca-4bba-8eb8-86279add6858,Cycling,23.07,102,23.07,1442,115,69,11.98
2021-08-25,c7bd1829-c450-4faa-bb50-10142314eb8b,Running,21.62,3495,0.37,713,102,105,179.29
2020-08-31,78460921-4541-4539-b8a2-4bf5a06c1e84,Other,24.08,1225,1.2,855,339,142,198.96
2020-12-08,e122213c-fbba-4f84-81e4-55bd67db738e,Running,18.67,3153,0.36,1227,180,65,725.96
2021-08-17,214db953-469f-4071-98c4-97c7a9f4f60f,Cycling,9.91,176,4.96,597,287,70,24.11
2020-11-16,6134dcf1-e475-4440-b066-dfdef9c58f54,Walking,23.09,2491,0.56,928,292,74,673.65
2020-09-16,2f49e84a-1c52-41aa-b4ea-4ffbc1aaff37,Cycling,21.09,159,10.55,1411,370,66,78.5
2021-04-20,3ea88a3f-a23e-4d3d-8afa-97f4e6ca6e6b,Other,17.99,324,3.6,934,303,76,91.37
2020-10-28,1c805f0c-c558-42cd-bee5-fcec19a54d14,Cycling,17.55,2967,0.36,523,186,60,320.91
2021-04-26,d96aa022-d9ba-4273-b30c-b72b81bfe1fe,Other,12.6,3159,0.24,1339,103,83,348.67
2021-02-20,4e4d6cf7-a148-4e1e-b0cb-2967ccdee7dd,Other,18.2,93,18.2,1318,294,66,29.23
2020-10-05,c65dfa88-7666-42cd-bdf4-27b07c3b2cce,Walking,6.85,3257,0.13,616,173,111,187.85
2021-11-21,abd0da73-a8c3-4a56-8044-efc5b9167f97,Running,8.11,2467,0.2,865,388,98,553.23
2021-08-28,d97d59cb-58f1-41e3-a23f-6f17e540ecb0,Walking,24.08,2126,0.69,877,438,77,795.61
2021-04-20,a9f26edf-2d6e-4a76-8f82-491a5d8e132e,Cycling,25.96,3515,0.45,1171,242,100,735.66
2022-05-07,d5cbdbec-fda8-4f09-b7d8-b5be49fa446a,Cycling,3.69,1038,0.22,888,415,127,206.41
2020-12-11,5c72495e-3d51-482b-8f5f-9029eb8ac948,Other,21.58,2056,0.63,1008,281,149,309.12
2021-10-15,60d2cab7-100a-4e63-a2eb-9c1a879badb5,Cycling,5.74,358,1.15,521,452,124,45.79
2022-03-27,21f6fd0d-c872-4254-b328-2ab639458ace,Other,14.46,2134,0.41,967,180,110,251.19
