Date,Activity ID,Type,Distance (km),Duration,Average Speed (km/h),Calories Burned,Climb (m),Average Heart rate (tpm),Quality
2021-07-08,0c736e5f-a555-468c-9628-59c40761ff37,Running,3.69,2394,0.09,621,496,111,13.27
2021-02-11,69979646-9eda-4652-b9cc-540eb644886c,Walking,10.15,2275,0.27,1018,253,137,15.26
2022-05-27,e6ab6c03-a5db-4f98-a89a-145036d4f6ec,Cycling,29.08,2557,0.69,575,174,126,43.85
2022-08-07,02387df6-3749-406f-973a-8d1367896400,Other,26.04,1437,1.13,1020,353,63,40.83
2021-04-11,0de16e1a-2acd-4585-8974-566a3a8c817e,Running,19.89,1832,0.66,885,137,99,16.61
2022-01-06,3b794634-5f2a-44f9-bd27-dfe39b82fd3f,Walking,21.92,309,4.38,916,125,61,59.79
2020-10-01,e6365e13-0cfb-4314-aee8-cce09f689d42,Cycling,18.71,2888,0.39,764,93,74,5.86
2022-04-16,aea1212a-796f-457b-b5ec-7850dba75605,Cycling,29.06,3217,0.55,648,211,124,36.84
2022-05-14,093d7002-12fd-4832-a9bf-ad51bf4e4a02,Cycling,13.78,451,1.97,1241,298,118,92.72
2022-02-19,f45cbdc8-dd10-4cf0-9696-70bebb0609a8,Cycling,26.33,2363,0.68,1329,266,75,16.88
2022-06-28,7181ac5e-8049-4ac1-8aa2-d1f40cd9e356,Walking,3.8,1434,0.17,1125,138,128,4.45
2022-04-16,78b226a9-60d2-49bd-88e6-8442059af69d,Cycling,8.43,2757,0.19,577,95,87,4.44
2021-11-25,983e739b-ffe8-4080-98d7-aafde48f9249,Other,3.6,2214,0.1,519,215,125,8.55
2020-09-21,abca1744-3010-4353-9389-f9425c791ce1,Walking,2.33,1565,0.09,1122,226,72,2.17
2020-12-05,9f549397-1d90-42c8-aeae-4ba38cc41199,Cycling,4.69,1991,0.14,1212,455,138,12.04
2021-04-05,fb6ef4ff-01fc-45ca-acc2-2a0ec79f3a50,Cycling,7.35,3526,0.13,531,93,133,5.05
2021-09-26,0cd89da5-a962-4d59-8b5d-a0121d0529da,Cycling,17.2,669,1.56,1303,286,120,68.24
2020-12-24,9f833495-633b-473c-b6b7-8c7cc0cc6ff0,Running,20.41,1886,0.66,848,351,148,67.39
2021-08-04,a54eab50-113b-424e-b94d-ffff3e804045,Running,23.2,692,2.11,1454,395,70,66.54
2020-08-23,3c2497fd-df22-4217-8502-e3b02f695add,Walking,29.1,156,14.55,1127,400,101,867.13
2021-09-18,7895c320-624c-4138-ac37-ec3ea53905c6,Walking,24.58,2531,0.59,541,321,105,61.26
2022-07-27,9e992f68-7f81-41ce-be17-13fd7ef8d95a,Cycling,12.14,2656,0.28,1249,166,90,5.55
2021-03-14,0ee92cdd-333f-4e04-86ca-61083f349aac,Cycling,7.93,219,2.64,989,354,117,184.27
2020-08-23,bbc7e914-20b3-41c5-b844-d5c84041fe22,Cycling,3.82,2434,0.1,1083,475,121,8.83
2021-11-28,5b8575fd-5781-418e-a716-1cc2b5ca933d,Other,15.82,863,1.13,1333,147,150,31.15
2022-04-17,73927223-58de-49ba-b75c-8be1950d1c5a,Walking,21.43,1740,0.74,707,453,117,92.46
2022-07-23,cd4204ad-2c53-4492-9329-858a9d1f01fa,Cycling,23.16,2276,0.63,1269,308,96,24.31
2020-11-18,256c4fbc-c0aa-4271-95ec-a630f545a488,Cycling,10.37,238,3.46,776,409,130,394.15
2020-10-13,27803efb-f284-4deb-ab91-f725ea788305,Cycling,9.49,1320,0.43,713,156,144,22.58
2022-01-10,4f126147-6c44-481f-98a3-a874ed7b191f,Cycling,9.49,3389,0.17,945,176,97,5.06
2021-04-28,4e09ae04-87b5-4c0c-a800-b0752d5307f7,Walking,24.87,1649,0.92,1437,199,74,15.63
2020-08-15,217351dd-45c2-451b-b74f-16f698f6bd4d,Walking,19.79,3148,0.38,707,497,140,62.08
2021-12-22,377f0674-91ef-4e7e-bb29-43bec80aaf05,Running,12.93,1258,0.65,611,229,65,26.28
2022-06-10,747c24af-4853-4686-9e39-d8636443d78c,Other,25.5,2102,0.73,803,53,133,10.28
2021-02-10,63797f93-dd9b-4a2a-ba9c-77e9b3cc2932,Other,28.21,1993,0.85,707,337,111,74.73
2021-08-09,9f606777-270a-4208-b08b-810f93828d32,Other,2.25,1540,0.09,1121,317,104,4.38
2021-10-07,5fb39747-e130-478a-a9d1-a692145a1586,Cycling,6.13,1964,0.19,1373,28,127,0.79
2021-12-31,8357f728-8011-4d35-be34-b7f5a7893e6d,Other,16.2,1514,0.65,658,27,132,5.87
2020-11-03,f8638929-dee7-4413-bb8b-d2991e1d2660,Running,4.45,1222,0.22,1342,271,64,4.72
2022-03-25,37e531ab-1e69-477c-a71d-6826524248cb,Other,29.85,1872,0.96,1245,394,79,39.9
2021-03-27,1496b12b-8c30-436e-af81-e1febfbbbc41,Walking,21.56,1390,0.94,1170,289,81,31.24
2022-03-18,a996dec9-5182-4e96-9471-180b2886f8fe,Walking,22.27,2661,0.51,824,174,123,22.08
2020-12-25,3b168311-ba52-4859-a010-c0eecdb350b2,Walking,8.32,2448,0.21,1450,478,90,10.36
2022-02-22,72b1fcb8-37c7-4200-8cfa-34a4bbc39dd9,Walking,12.53,3114,0.25,805,154,61,4.83
2020-08-29,ca2cedf9-7d5b-4d8d-939c-8c3e1adcda00,Walking,22.46,1145,1.18,776,368,125,115.95
2021-04-08,f0eaa16d-b31a-41a9-b5d0-1de43193ff41,Walking,11.65,3291,0.22,519,445,144,45.17
2022-07-12,f303d48a-97e2-4569-b782-878fa8b12130,Cycling,6.32,1353,0.29,1041,371,75,12.85
2021-07-13,87dbb93b-a449-4dac-8d7f-90d3e7b709ac,Walking,27.7,1284,1.32,619,404,89,127.16
2021-04-24,88ed4130-a468-4528-8a20-cbda32f75fbf,Running,22.55,1595,0.87,571,166,114,47.77
2021-09-18,c4f06c7d-2e54-4ad8-8ba7-14f29ab9d101,Running,8.42,2648,0.19,1058,100,70,2.07
2021-11-16,016aa07a-bbf5-4289-b836-9ae2ec758c85,Walking,6.12,298,1.53,930,425,87,100.91
2020-12-29,60672867-739a-4b98-ac12-bdaf92e2a4f5,Other,7.98,1656,0.3,1314,360,129,17.67
2022-01-05,3594c04e-985f-453d-8d89-f687c2726303,Cycling,26.69,926,1.78,975,42,109,13.93
2022-05-13,72e37676-7420-4685-b28a-f37a3a661637,Running,21.36,3549,0.36,1148,151,91,7.13
2022-04-21,97d68d0f-319d-47f5-ae97-977f4f8ca0f5,Walking,19.04,3060,0.37,1253,174,148,12.67
2022-01-30,4b02a55a-cb99-401a-98a2-fbe383df523e,Walking,2.33,666,0.21,1037,287,81,7.79
2021-02-16,79d89426-edca-426c-8358-78a2d5340fb8,Running,9.3,232,3.1,1212,277,131,154.13
2020-10-12,a1a65cd9-5e9b-4758-b340-902bdb2cc862,Other,2.31,1087,0.13,1338,194,115,3.58
2021-08-20,f461a6f6-1f3d-424d-a13c-119ec1789729,Walking,15.31,2293,0.4,638,227,125,29.39
2022-03-23,87923557-9341-4a3e-90a9-1fa49e5ba586,Cycling,25.34,836,1.95,530,231,94,133.15
2021-09-01,3ba3c9d1-3562-443f-ac7f-b6a9aa390e8e,Running,23.26,2928,0.48,843,159,91,13.73
2022-04-20,17ee9752-0b3e-488b-8b46-2e4369598173,Walking,26.38,1953,0.82,1446,351,93,30.85
2022-03-01,482549ec-0fa9-44ba-979f-1ee26531752c,Walking,24.45,3315,0.44,1246,19,65,0.69
2022-03-13,d7e00a06-df9e-4cca-b1da-fa0881f509d8,Walking,19.52,543,2.17,1114,279,66,59.78
2022-04-16,3ffe568d-dce0-4cf3-94ff-de3b8ff45ccb,Walking,10.29,1313,0.49,1398,62,117,4.1
2021-09-07,ff87be97-c0cd-432e-95dc-affe293e949d,Running,6.11,3517,0.11,1193,39,77,0.46
2021-02-05,e8a6805a-1e16-4477-a267-8edde8b5f9ef,Walking,15.8,1748,0.54,998,159,150,21.51
2022-06-07,85f012a8-fa9c-4d6c-8452-676b6a8cb275,Running,5.75,1906,0.19,1464,451,79,7.69
2022-03-23,7f8c238d-d16a-4d91-8bb9-f954438502a0,Walking,12.66,531,1.58,1321,244,81,39.24
2022-03-28,a84b57cf-fd95-4ae1-9543-13d962cb0cf5,Other,4.77,2443,0.12,1153,371,61,3.9
2020-11-16,9baed4c0-54c6-4f85-a0ae-6879ba8fe4ad,Other,28.99,3320,0.53,749,421,123,60.93
2021-10-05,1866707c-58b9-44de-940a-f18131a03691,Walking,22.55,2575,0.54,1037,8,111,0.58
2021-05-23,2f73a3e9-e41f-4430-9956-42aca0c0ad94,Walking,26.51,2785,0.58,1270,240,86,15.71
2020-08-24,53f779e7-9f3d-443f-8efb-e4bba3629b0e,Cycling,20.15,2576,0.48,867,31,112,3.1
2022-08-29,48d03ea0-53eb-4f98-ba1a-4a1e13ac47a9,Walking,27.63,3362,0.49,874,357,111,37.03
2022-08-01,36ad2ebe-491d-4304-87ae-8c0525cfa086,Other,18.38,1741,0.63,647,284,95,43.48
2021-03-07,817e75b1-ffe6-4515-a3c5-4a0aabe06366,Other,7.37,1759,0.25,824,482,140,33.98
2021-01-19,84610c92-e136-4054-825c-2b90913b34bd,Cycling,18.97,2572,0.45,569,133,120,20.88
2022-02-08,b9956e1c-eeb8-4eeb-bc7b-5595831f9f39,Walking,5.66,1714,0.2,863,188,91,6.54
2021-08-01,4ffdb244-f016-4ece-8caf-5641c07bdcf1,Other,15.92,250,3.98,689,452,131,567.54
2021-07-21,e8082c12-aeaf-4d3f-a761-6fe191a18895,Other,5.01,2753,0.11,1498,357,112,4.89
2021-10-26,2e661c9c-73c1-4d8d-b276-7a79b0bef6b2,Cycling,20.83,1183,1.1,600,482,97,142.27
2021-06-12,d3047e3c-f509-40d0-8962-6c722e89b38d,Walking,6.18,1026,0.36,1027,103,144,8.58
2021-06-18,61a506f2-3c1f-40d8-a9ff-beda17e697c7,Other,8.9,1763,0.31,870,275,60,9.73
2022-01-23,83091adb-36e1-4866-b640-38f41c2c34f6,Walking,11.43,1807,0.38,1300,90,83,3.64
2021-07-05,77411a7b-dc7a-41a6-aa70-e3309e95b4f6,Running,5.23,603,0.52,1173,258,116,22.11
2022-08-21,2cc2dbb0-e369-45d9-b582-c630b651bdb7,Cycling,19.46,2585,0.45,1228,261,68,10.84
2021-10-02,e91efadf-9bd1-4e01-b1e2-d284a37c6b49,Cycling,22.9,1829,0.76,889,133,96,18.06
2021-09-17,b0bd3370-0942-4941-9bbc-c8729cfb8182,Other,12.07,506,1.51,1116,209,74,34.54
2021-03-27,31fbd2c2-51b8-45b8-a30b-798840e6b312,Walking,12.28,2656,0.28,1156,394,72,11.42
2021-07-04,22a154e2-fb82-474e-8585-389b180714e1,Running,21.38,1479,0.89,576,410,95,99.82
2021-08-26,2ffa923c-2070-499a-be14-f3c388528c5e,Other,4.21,2813,0.09,1151,124,94,1.51
2022-01-01,1e125e00-9952-43df-9067-aed768effabf,Cycling,28.73,2584,0.67,530,232,142,69.11
2021-06-05,7ea20be6-6d9a-470f-a858-67a032d4a44e,Walking,10.26,1538,0.41,1115,235,65,9.32
2021-03-18,f4189451-a9c5-483a-b89e-2fbbdcd2a4e7,Cycling,17.22,1938,0.54,794,154,148,25.67
2022-03-08,ef8d64b0-2328-4cc3-9548-95d553d9df71,Running,24.47,1265,1.17,743,75,103,20.27
2022-08-23,95f082da-6579-4846-882b-77db9b5c1b79,Cycling,25.89,1996,0.78,673,86,129,20.93
2021-12-07,efa82a1e-6ffb-48dd-9846-1050a552ef88,Walking,15.48,2744,0.34,1126,193,100,9.66
2021-06-18,1ad86999-45b3-4fa2-9087-6ed7d1780b55,Cycling,20.63,2573,0.49,1462,107,61,3.58
2021-04-04,3c8ebefd-63fe-4d8a-857a-9f754bc50868,Walking,25.72,705,2.34,914,301,99,126.73
2021-05-08,b26e547f-0638-448e-b0c4-fadcd23403ba,Walking,24.08,1177,1.27,1197,168,83,24.66
2021-03-21,85d1dd74-bb52-4dc5-8986-83a4ed1cd7cf,Walking,10.9,2751,0.24,1236,398,136,17.43
2020-10-22,5335debc-67c4-442e-8fdb-92a63ba029be,Walking,10.71,2204,0.3,1071,63,141,4.15
2021-09-15,dbc2cb9d-3e3b-4f69-bb80-815186a11029,Cycling,25.63,2857,0.55,1150,454,81,29.25
2022-02-09,aa15dd4f-bb66-46ed-a061-da4c81497a40,Other,15.64,2771,0.34,1410,96,81,3.13
2022-06-10,6566f042-e273-422c-8f72-e4e70918e0b0,Running,22.99,973,1.44,1234,270,112,58.81
2021-05-07,7040b8d3-f966-4c9e-a5ae-afae99b8ba4f,Other,2.37,1894,0.08,610,335,80,5.82
2021-02-08,212a4733-de45-43c9-bcc5-8a1eec62d62a,Cycling,22.0,599,2.44,1026,225,115,102.56
2021-11-05,de8bd9bd-3eec-42e8-a351-d116e81642ea,Cycling,3.18,2604,0.07,1138,458,111,5.19
2021-06-23,a5819a6d-bdcd-4bd6-b714-42dacb45fba4,Other,5.14,2913,0.11,1377,68,127,1.12
2020-08-18,3488dc7a-08e2-4312-b6a3-e4d73b8a2af1,Walking,12.03,1373,0.55,721,500,136,86.11
2022-04-22,cd962479-72fc-497a-b74a-20821766f9c6,Walking,21.96,282,5.49,1040,348,146,447.01
2021-04-24,2d2b4988-a484-43f1-bf7c-a577d7f2d7b7,Other,6.11,2519,0.15,1198,459,95,9.1
2022-03-31,91938c97-abe0-4b04-b0c6-ddee6258e5d1,Running,5.28,3125,0.1,1439,34,63,0.24
2022-08-04,5070b75c-1a49-4960-9875-17c80c85b77b,Cycling,11.04,2211,0.31,569,402,114,41.61
2020-10-08,710dd3cc-4e42-451f-864d-cab70e4b930c,Running,11.07,2386,0.28,909,33,84,1.42
2021-09-08,9a4a8415-8478-4030-9d06-3b2fea7069dc,Running,13.99,1667,0.52,1150,91,115,7.8
2020-08-24,19fc137a-2f52-4cd8-92b0-ca6c073450cb,Other,2.1,2475,0.05,995,53,83,0.35
2021-11-11,efbd1fd1-f016-494f-b100-259407511548,Other,25.86,1283,1.23,926,144,91,29.01
2020-09-16,1c433ab1-3666-4600-ac19-a44d522e0c3b,Running,23.13,765,1.93,962,291,90,87.57
2021-06-26,445bbcc2-c3f3-4b56-af30-30f126e12768,Walking,13.31,1953,0.42,1202,181,79,8.28
2022-08-26,da763bfe-5bfa-4afc-993b-1f7acc47dba1,Walking,27.5,2470,0.67,972,344,123,48.33
2020-12-07,cafb145a-870c-4d3b-b354-2e964d2d159f,Running,12.3,216,4.1,626,101,121,130.76
2020-10-17,9ce4b7a1-e3ae-461b-87b5-db69c2ab4a73,Running,17.14,3306,0.31,1460,323,125,14.2
2021-04-03,5233e489-0a80-408c-9caa-77585a4fcbd3,Cycling,10.95,2263,0.3,1087,369,88,14.94
2021-07-21,2c31a593-0bdb-415a-9ff0-364dd8c5cc84,Other,20.32,533,2.54,1182,173,66,40.42
2021-06-17,a67aecfe-1bf1-495b-a874-2892eb4f728b,Cycling,21.37,2613,0.5,1071,74,139,7.79
2022-07-18,bd32ae6e-24bf-42aa-8d23-670cab8210de,Running,22.07,1424,0.96,1032,130,120,24.0
2022-06-22,2285b60e-7106-4612-aad2-972a62c61558,Other,7.57,3094,0.15,870,83,60,1.4
2022-07-11,9c329664-8fad-42e6-aa3e-44c561183d7d,Cycling,3.45,1511,0.14,525,368,92,14.97
2021-12-24,9535bbb6-6c47-43fb-a280-d9efc8f121bb,Other,16.87,1491,0.7,764,13,121,2.22
2020-11-27,090adc1a-2e03-40f3-afcf-8080ac52ae79,Other,6.53,553,0.73,943,125,106,16.82
2022-02-20,9dd68b11-59ee-4157-9650-128131e7d50b,Cycling,5.83,1301,0.28,703,190,95,11.92
2022-04-23,762163f5-04a0-4f90-b55f-c3ed3e79c31c,Other,25.95,1797,0.89,854,191,93,30.53
2021-06-20,2033665d-5ec8-49fb-b66c-981472684b7f,Running,28.6,734,2.38,864,272,84,104.12
2020-09-27,fc45ba28-4e0b-4bf7-b718-90d1d9bd4851,Other,3.34,298,0.84,1091,61,96,7.39
2020-10-11,43df94f2-456c-4ef2-930d-46aefa79c9d6,Running,24.27,1319,1.16,862,419,109,101.94
2022-06-10,674fcbae-5fc7-4e5a-a582-bb68cccc2bb4,Other,28.71,1039,1.69,722,303,77,91.02
2022-06-16,2873cd17-1ed5-4dbd-98df-c3fb6843b0e8,Cycling,20.95,1487,0.87,541,267,145,103.76
2021-06-07,a214dfe2-30f1-4512-9bab-92a9a814dbdc,Cycling,9.35,2800,0.2,1343,139,82,2.81
2021-04-13,f87fdcb1-14d4-4a10-9f17-0a1400724177,Walking,24.0,2603,0.56,642,476,92,63.4
2021-08-07,671256c5-c838-45ac-b170-398773e0fd00,Running,25.19,3552,0.43,1246,218,118,14.66
2022-01-04,9dc334c4-567a-4bc7-9604-27a247eb6b14,Cycling,27.27,2662,0.62,747,454,104,65.17
2021-07-03,d7166cad-9594-4fb0-b2ad-d38cf1968d99,Walking,7.47,1687,0.27,733,317,132,25.53
2022-08-08,62452a71-8ca2-4687-b805-2f083fcfacb3,Walking,23.13,1953,0.72,650,320,134,78.67
2022-01-19,982acdc5-7e05-4ff6-8d9d-e0c83652f71b,Cycling,22.64,1038,1.33,1043,266,63,35.35
2021-07-18,8fde0d54-1349-4647-9a22-ed16bb3cfc82,Cycling,28.1,3329,0.51,1210,333,69,16.14
2021-09-03,8e743f55-bf71-4755-a9b0-1f1d5fd9c321,Running,20.46,3128,0.39,1040,368,87,19.9
2020-12-29,ac5a7cb3-d719-453b-94bd-cd36680dc47e,Other,16.33,2935,0.34,954,371,138,30.25
2021-02-03,b1a0ff4b-0b34-469b-965a-83c7998dc44e,Cycling,4.09,1252,0.2,1439,82,147,2.76
2020-11-15,d7824c4c-eb9e-4ed9-ae7f-dc8d5cfdfae0,Cycling,20.8,2535,0.5,712,70,133,10.74
2020-09-04,56fb9f14-035f-4436-b9b4-aad2998fc932,Cycling,13.32,1003,0.83,1290,13,123,1.58
2022-01-01,237d889e-e65c-4468-845a-e7ecade5babf,Running,14.38,513,1.8,1451,324,71,47.56
2021-06-23,c8cc4556-c7f0-4007-a3e9-ae66d42432c5,Other,29.08,1262,1.38,1352,333,67,37.96
2021-10-09,06691710-2654-4fcc-be1e-a6782ced8006,Running,16.48,2875,0.35,713,416,119,40.31
2022-03-26,889db131-59dc-4fa5-902f-376d07f21487,Walking,2.42,1345,0.11,1123,435,78,5.54
2021-04-18,771949a3-d7c6-4fe6-b97c-00dcaf60ee81,Other,5.93,3182,0.11,1150,227,139,4.99
2021-06-23,ebfb831b-5854-4c66-b662-cdf3765bef89,Walking,9.44,1235,0.47,1158,78,134,7.07
2020-09-07,cfda0f22-bab7-4a7f-9f72-6c5286a2687e,Other,21.29,1425,0.93,839,10,113,1.88
2021-08-16,36beb0a6-e7fa-45fd-9bdf-a061585c7e94,Running,12.63,3136,0.24,882,165,84,6.29
2022-07-15,036eecc9-a157-4bcd-84a6-81ad2d113cc8,Walking,19.94,1858,0.66,1048,324,131,44.55
2021-10-22,be7f6e51-9883-46ae-851a-9dad5d31c624,Cycling,11.47,1652,0.42,1158,228,85,11.72
2022-03-27,e6dcafcb-1e4e-495b-a594-e2a293b824d3,Other,4.37,133,2.19,1089,338,81,91.22
2021-03-21,a701101e-0725-4c96-b63b-6bde716dccbc,Walking,9.66,2149,0.28,1464,253,138,11.09
2021-04-27,b9c0bdbe-29d9-48c4-a826-c2ec39c05f80,Running,23.36,380,3.89,949,186,86,109.28
2022-03-05,f3a711cb-21a7-4d57-9a4b-d6b6472ecc08,Running,4.28,3315,0.08,1077,457,140,7.9
2022-01-14,5fc87df3-52ca-4a91-8364-a0cb0db5ce89,Cycling,14.76,2236,0.4,1111,37,126,2.72
2021-02-12,002c463b-e1cd-4b03-9e54-c1c1e64646fa,Walking,14.68,1034,0.86,828,177,144,44.12
2022-06-08,a5fe3cbd-3d99-4a6e-9db3-e8dcfa5e5fa6,Walking,20.28,859,1.45,812,110,92,29.57
2022-01-25,2a502349-a7bd-4d2b-bab4-f953389e0cea,Walking,14.54,2942,0.3,1183,408,147,25.35
2021-08-25,f6b9cc0a-d3b2-4bcb-a197-7c598b259b5c,Walking,28.85,2181,0.8,1151,149,100,17.03
2021-02-23,ec3f7255-8e28-494c-ad46-b7fefcf8d9f4,Cycling,28.81,307,5.76,1399,460,141,444.1
2021-08-07,0596f221-46db-4198-aa74-950ad77ce938,Walking,26.86,1364,1.22,908,350,100,77.93
2022-08-12,5b604778-8c42-4d48-bc95-67685bc15211,Walking,24.56,148,12.28,1493,402,136,749.47
2022-02-23,e0b7beff-a1c1-48e9-ae6e-3acd4fc055cd,Walking,12.18,1665,0.45,833,90,137,11.1
2020-08-24,c18f738c-ae62-4a02-afa6-0e622130e946,Running,26.48,3128,0.51,1068,41,108,3.35
2021-01-27,a300adef-7831-4f99-8b5c-c51377684519,Other,6.91,3097,0.14,1048,134,114,3.35
2021-09-28,dcdc0af9-4927-40a1-a51b-103aa36d8587,Other,23.52,2869,0.5,728,172,71,13.9
2020-10-05,152e74cc-7302-4d3c-bf7b-45bd7015349d,Walking,27.97,1433,1.22,751,463,146,182.63
2022-07-05,e7154799-dc39-4ba6-96dd-edf02cf95b95,Cycling,12.31,214,4.1,770,494,101,440.99
2022-03-26,7d40c40d-e896-4022-91bd-80c3a4e398d6,Other,27.47,2107,0.78,1495,354,72,22.16
2021-04-17,f3113342-3d5d-4436-84bf-e667c17d4eb8,Cycling,5.29,2339,0.14,1016,227,114,5.89
2021-09-07,a6e1f819-ee0e-424d-8f57-cd6cd5745607,Other,22.23,823,1.71,1105,380,107,104.32
2021-06-06,3862b9bb-40e6-430f-af8a-2a7e409c9b92,Other,14.33,865,1.02,848,93,78,14.54
2021-09-19,535540d3-00b1-4453-950d-709623e8a818,Walking,22.66,2778,0.49,593,12,78,1.29
2021-09-19,963e9270-f551-4948-b0ef-be7ae99244aa,Walking,3.75,336,0.75,785,442,100,70.22
2022-04-26,4f2dca86-8482-4c84-87ef-7df5a0378896,Running,20.25,1825,0.68,584,260,70,35.05
2022-03-29,d7c2689e-142b-4163-8c13-8b3cea4ce34f,Running,18.3,857,1.31,1026,165,111,38.97
2021-05-12,91e35207-04ac-49c6-ac8e-8f76125e4c5e,Other,17.8,1752,0.61,835,122,61,8.91
2022-05-19,3d4d4086-63d2-4b21-9858-14dd505b640a,Running,4.15,1348,0.19,518,453,142,39.32
2021-03-06,050629e7-e5b5-4877-8a77-8424682f9d2c,Running,7.23,3229,0.14,1082,197,76,3.2
2021-12-17,ac9b227b-9632-4773-b178-839ec5df3f54,Other,25.08,1857,0.84,1151,490,121,71.97
2020-09-09,9fee29ad-2084-4233-831f-af19d47fca52,Running,11.82,2826,0.25,520,314,82,20.5
2021-10-02,c5532d23-718b-4a0c-845f-37a1058010f5,Cycling,6.1,757,0.51,1176,462,143,47.75
2022-05-06,befd2ded-f5a5-44a7-8aba-4bd2a2683847,Cycling,13.74,3249,0.25,984,137,111,6.35
2021-08-04,7869e9f9-c6fd-4b9b-8a7b-3da70785fb0c,Running,9.35,1441,0.39,606,368,64,25.12
2021-12-29,a7a20de2-e0c5-4594-9468-fbc3297dd372,Cycling,17.13,761,1.43,504,38,75,12.77
2020-09-20,80e98ff5-d7df-4416-9e61-7e86b7800e1b,Running,3.21,280,0.8,947,278,129,50.13
2022-08-25,d6401273-5202-44f4-b128-560846431b50,Cycling,14.55,615,1.46,649,45,130,21.93
2022-07-03,191cb0d4-7606-4baa-9b40-2cfe3a2977f2,Other,27.17,338,5.43,1029,147,114,147.39
2021-02-06,282042e1-2faa-419a-83a0-020118f0b30d,Cycling,9.46,1488,0.39,525,271,136,45.46
2022-03-06,da7a67e4-7e9c-41c2-938a-aaee62a5c97f,Walking,16.52,358,3.3,518,46,113,53.99
2020-08-20,5872562d-b7e2-47cc-9b0c-be19a0e192b7,Running,16.15,1786,0.56,1029,15,138,1.88
2022-07-23,84f138b5-88ca-465b-ba9e-dd0b92baa2ba,Cycling,12.69,3141,0.24,793,82,140,5.72
2022-07-21,52edcfae-f4e7-4dbd-a7d6-686df377b9a7,Cycling,15.32,3084,0.3,507,221,75,16.2
2022-05-31,da51c7df-a72d-45cb-bdec-de62e8d70e7a,Cycling,8.06,2207,0.22,576,250,76,12.05
